Name,Author,Year,Publication Name,DOI,Publication Year,Publication Type,Database
A Massive Multi-Modal Perception Data Classification Method Using Deep Learning Based on Internet of Things,Linli JiangChunmei Wu,2020,International Journal of Wireless Information Networks,10.1007/s10776-019-00447-6,2020,,Springer
EPDL: An efficient and privacy-preserving deep learning for crowdsensing,Chang XuGuoxie JinLiehuang ZhuChuan ZhangYu Jia,2022,Peer-to-Peer Networking and Applications,10.1007/s12083-022-01354-z,2022,,Springer
Large-scale Exploration of Neuronal Morphologies Using Deep Learning and Augmented Reality,Zhongyu LiErik ButlerKang LiAidong LuShuiwang JiShaoting Zhang,2018,Neuroinformatics,10.1007/s12021-018-9361-5,2018,,Springer
Research progress on intelligent monitoring of tool condition based on deep learning,Dahu CaoWei LiuJimin GeShishuai DuWang LiuZhaohui DengJia Chen,2024,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-024-14273-5,2024,,Springer
An optimal deep learning-based LSTM for stock price prediction using twitter sentiment analysis,T. SwathiN. KasiviswanathA. Ananda Rao,2022,Applied Intelligence,10.1007/s10489-022-03175-2,2022,,Springer
Ready-to-use deep-learning surrogate models for problems with spatially variable inputs and outputs,Xuzhen HeHaoding XuDaichao Sheng,2023,Acta Geotechnica,10.1007/s11440-022-01706-2,2023,,Springer
Detecting slow slip events in the Cascadia subduction zone from GNSS time series using deep learning,Ji WangKejie ChenHai ZhuShunqiang HuGuoguang WeiWenfeng CuiLei Xia,2024,GPS Solutions,10.1007/s10291-024-01701-y,2024,,Springer
A Comprehensive Survey on Brain Tumor Diagnosis Using Deep Learning and Emerging Hybrid Techniques with Multi-modal MR Image,Saqib AliJianqiang LiYan PeiRooha KhurramKhalil ur RehmanTariq Mahmood,2022,Archives of Computational Methods in Engineering,10.1007/s11831-022-09758-z,2022,,Springer
Prediction of the compressive mechanical properties and reverse structural design of two-dimensional mesoscopic aluminum foam based on deep learning methods,Weimin ZhuangEnming WangHailun Zhang,2024,Journal of Materials Science,10.1007/s10853-024-09866-0,2024,,Springer
Application of Deep Learning in the Classification of Maritime Safety Information,Pengbo SunYi ZuoXinyu LiYudi Wang,2024,The Review of Socionetwork Strategies,10.1007/s12626-024-00167-1,2024,,Springer
Predictive learning analytics using deep learning model in MOOCs’ courses videos,Ahmed Ali MubarakHan CaoSalah A.M. Ahmed,2021,Education and Information Technologies,10.1007/s10639-020-10273-6,2021,,Springer
PUResNetV2.0: a deep learning model leveraging sparse representation for improved ligand binding site prediction,Kandel JeevanShrestha PalisthaHilal TayaraKil T. Chong,2024,Journal of Cheminformatics,10.1186/s13321-024-00865-6,2024,,Springer
"Perspectives on the Impact of Machine Learning, Deep Learning, and Artificial Intelligence on Materials, Processes, and Structures Engineering",Dennis M. DimidukElizabeth A. HolmStephen R. Niezgoda,2018,Integrating Materials and Manufacturing Innovation,10.1007/s40192-018-0117-8,2018,,Springer
Analyzing students’ performance in computerized formative assessments to optimize teachers’ test administration decisions using deep learning frameworks,Jinnie ShinFu ChenChang LuOkan Bulut,2022,Journal of Computers in Education,10.1007/s40692-021-00196-7,2022,,Springer
Estimation of daily bicycle traffic using machine and deep learning techniques,Md Mintu MiahKate Kyung HyunStephen P. MattinglyHannan Khan,2023,Transportation,10.1007/s11116-022-10290-z,2023,,Springer
Solving high-dimensional forward-backward doubly SDEs and their related SPDEs through deep learning,Bin TengYufeng ShiQingfeng Zhu,2022,Personal and Ubiquitous Computing,10.1007/s00779-020-01500-5,2022,,Springer
Blood vessel segmentation in retinal fundus images for proliferative diabetic retinopathy screening using deep learning,P. SaranyaS. PrabakaranRahul KumarEshani Das,2022,The Visual Computer,10.1007/s00371-021-02062-0,2022,,Springer
Cloud failure prediction based on traditional machine learning and deep learning,Tengku Nazmi Tengku AsmawiAzlan IsmailJun Shen,2022,Journal of Cloud Computing,10.1186/s13677-022-00327-0,2022,,Springer
A deep learning approach for context-aware citation recommendation using rhetorical zone classification and similarity to overcome cold-start problem,Muhammad Azeem AbbasSaheed AjayiMuhammad BilalAde OyegokeMaruf PashaHafiz Tauqeer Ali,2024,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-022-03899-6,2024,,Springer
DeepM6ASeq: prediction and characterization of m6A-containing sequences using deep learning,Yiqian ZhangMichiaki Hamada,2018,BMC Bioinformatics,10.1186/s12859-018-2516-4,2018,,Springer
DeepProg: an ensemble of deep-learning and machine-learning models for prognosis prediction using multi-omics data,Olivier B. PoirionZheng JingKumardeep ChaudharySijia HuangLana X. Garmire,2021,Genome Medicine,10.1186/s13073-021-00930-x,2021,,Springer
Deep learning application detecting SARS-CoV-2 key enzymes inhibitors,Leila BenarousKhedidja BenarousGhulam MuhammadZulfiqar Ali,2023,Cluster Computing,10.1007/s10586-022-03656-6,2023,,Springer
A deep learning framework for epileptic seizure detection based on neonatal EEG signals,Artur GramackiJarosław Gramacki,2022,Scientific Reports,10.1038/s41598-022-15830-2,2022,,Springer
A deep learning approach for anomaly detection in large-scale Hajj crowds,Amnah AldayriWaleed Albattah,2024,The Visual Computer,10.1007/s00371-023-03124-1,2024,,Springer
Deep learning approaches in flow visualization,Can LiuRuike JiangDatong WeiChanghe YangYanda LiFang WangXiaoru Yuan,2022,Advances in Aerodynamics,10.1186/s42774-022-00113-1,2022,,Springer
Survey on deep learning in multimodal medical imaging for cancer detection,Yan TianZhaocheng XuYujun MaWeiping DingRuili WangZhihong GaoGuohua ChengLinyang HeXuran Zhao,2023,Neural Computing and Applications,10.1007/s00521-023-09214-4,2023,,Springer
Deep learning application for the classification of Alzheimer’s disease using 18F-flortaucipir (AV-1451) tau positron emission tomography,Sang Won ParkNa Young YeoYeshin KimGihwan ByeonJae-Won Jang,2023,Scientific Reports,10.1038/s41598-023-35389-w,2023,,Springer
Deep learning and evolutionary intelligence with fusion-based feature extraction for detection of COVID-19 from chest X-ray images,K. ShankarEswaran PerumalPrayag TiwariMohammad ShorfuzzamanDeepak Gupta,2022,Multimedia Systems,10.1007/s00530-021-00800-x,2022,,Springer
A Survey of Software Defect Prediction Based on Deep Learning,Meetesh NevendraPradeep Singh,2022,Archives of Computational Methods in Engineering,10.1007/s11831-022-09787-8,2022,,Springer
Deep Learning-Based Relation Extraction Model for Chinese Medical Case in 6G Cyber Physical Model,Jinyang ZhuOingyue GongXiao LiuMin HuangRui WangZeyu Wan,2024,Wireless Personal Communications,10.1007/s11277-024-11025-2,2024,,Springer
A Comprehensive Analysis of Deep Learning-Based Approaches for the Prediction of Gastrointestinal Diseases Using Multi-class Endoscopy Images,Priya BhardwajSanjeev KumarYogesh Kumar,2023,Archives of Computational Methods in Engineering,10.1007/s11831-023-09951-8,2023,,Springer
Performance Analysis and Application of Expressiveness Detection on Facial Expression Videos Using Deep Learning Techniques,K. G. SrinivasaSriram Anupindi,2018,Data-Enabled Discovery and Applications,10.1007/s41688-018-0018-1,2018,,Springer
Performance prediction of deep learning applications training in GPU as a service systems,Marco LattuadaEugenio GiannitiDanilo ArdagnaLi Zhang,2022,Cluster Computing,10.1007/s10586-021-03428-8,2022,,Springer
Accelerated topology optimization by means of deep learning,Nikos Ath. KalliorasGeorgios KazakisNikos D. Lagaros,2020,Structural and Multidisciplinary Optimization,10.1007/s00158-020-02545-z,2020,,Springer
Super-resolving material microstructure image via deep learning for microstructure characterization and mechanical behavior analysis,Jaimyun JungJuwon NaHyung Keun ParkJeong Min ParkGyuwon KimSeungchul LeeHyoung Seop Kim,2021,npj Computational Materials,10.1038/s41524-021-00568-8,2021,,Springer
"COVID-19-The Role of Artificial Intelligence, Machine Learning, and Deep Learning: A Newfangled",Dasari Naga VinodS. R. S. Prabaharan,2023,Archives of Computational Methods in Engineering,10.1007/s11831-023-09882-4,2023,,Springer
Deep Learning Inspired Object Consolidation Approaches Using LiDAR Data for Autonomous Driving: A Review,M. S. MekalaWoongkyu ParkGaurav DhimanGautam SrivastavaJu H. ParkHo-Youl Jung,2022,Archives of Computational Methods in Engineering,10.1007/s11831-021-09670-y,2022,,Springer
Deep learning-driven wireless communication for edge-cloud computing: opportunities and challenges,Huaming WuXiangyi LiYingjun Deng,2020,Journal of Cloud Computing,10.1186/s13677-020-00168-9,2020,,Springer
Deep learning-based edge caching for multi-cluster heterogeneous networks,Jiachen YangJipeng ZhangChaofan MaHuihui WangJuping ZhangGan Zheng,2020,Neural Computing and Applications,10.1007/s00521-019-04040-z,2020,,Springer
Deep learning-based efficient metamodeling via domain knowledge-integrated designable data augmentation with transfer learning: application to vehicle crash safety,Yeongmin YooChang-Kyu ParkJongsoo Lee,2022,Structural and Multidisciplinary Optimization,10.1007/s00158-022-03290-1,2022,,Springer
Cross-resolution topology optimization for geometrical non-linearity by using deep learning,Jicheng LiHongling YeBoshuai YuanNan Wei,2022,Structural and Multidisciplinary Optimization,10.1007/s00158-022-03231-y,2022,,Springer
A review of object detection based on deep learning,Youzi XiaoZhiqiang TianJiachen YuYinshu ZhangShuai LiuShaoyi DuXuguang Lan,2020,Multimedia Tools and Applications,10.1007/s11042-020-08976-6,2020,,Springer
Computer-aided detection and diagnosis of microcalcification clusters on full field digital mammograms based on deep learning method using neutrosophic boosting,Guanxiong CaiYanhui GuoWeiguo ChenHui ZengYuanpin ZhouYao Lu,2020,Multimedia Tools and Applications,10.1007/s11042-019-7726-x,2020,,Springer
A mean-field optimal control formulation of deep learning,Weinan EJiequn HanQianxiao Li,2018,Research in the Mathematical Sciences,10.1007/s40687-018-0172-y,2018,,Springer
Unintended Emotional Effects of Online Health Communities: A Text Mining-Supported Empirical Study,"Zhou, Jiaqi; Zhang, Qingpeng; Zhou, Sijia; Li, Xin; Zhang, Xiaoquan (Michael)",2023,Management Information Systems Quarterly,https://aisel.aisnet.org/misq/vol47/iss1/9,2023,,Aisel
Unlocking the Power of Voice for Financial Risk Prediction: A Theory-Driven Deep Learning Design Approach,"Yang, Yi; Qin, Yu; Fan, Yangyang; Zhang, Zhongju",2023,Management Information Systems Quarterly,https://aisel.aisnet.org/misq/vol47/iss1/5,2023,,Aisel
Exploiting Expert Knowledge for Assigning Firms to Industries: A Novel Deep Learning Method,"Zhao, Xiaohang; Fang, Xiao; He, Jing; Huang, Lihua",2023,Management Information Systems Quarterly,https://aisel.aisnet.org/misq/vol47/iss3/10,2023,,Aisel
Heterogeneous Demand Effects of Recommendation Strategies in a Mobile Application: Evidence from Econometric Models and Machine-Learning Instruments,"Adamopoulos, Panagiotis; Ghose, Anindya; Tuzhilin, Alexander",2022,Management Information Systems Quarterly,https://aisel.aisnet.org/misq/vol46/iss1/8,2022,,Aisel
Machine Learning in Business Process Monitoring: A Comparison of Deep Learning and Classical Approaches Used for Outcome Prediction,"Kratsch, Wolfgang; Manderscheid, Jonas; Röglinger, Maximilian; Seyfried, Johannes",2021,Business & Information Systems Engineering,https://aisel.aisnet.org/bise/vol63/iss3/5,2021,,Aisel
Dynamic Circular Network-Based Federated Dual-View Learning for Multivariate Time Series Anomaly Detection,"Zhang, Weishan; Wang, Yuqian; Chen, Leiming; Zeng, Xingjie; Zhao, Hongwei; Yuan, Yong; Xu, Liang",2024,Business & Information Systems Engineering,https://aisel.aisnet.org/bise/vol66/iss1/3,2024,,Aisel
Precision Digital Health,"Baird, Aaron; Xia, Yusen",2024,Business & Information Systems Engineering,https://aisel.aisnet.org/bise/vol66/iss3/2,2024,,Aisel
Semi-Supervised Discovery of DNN-Based Outcome Predictors from Scarcely-Labeled Process Logs,"Folino, Francesco; Folino, Gianluigi; Guarascio, Massimo; Pontieri, Luigi",2023,Business & Information Systems Engineering,https://aisel.aisnet.org/bise/vol64/iss6/3,2023,,Aisel
Predictive End-to-End Enterprise Process Network Monitoring,"Oberdorf, Felix; Schaschek, Myriam; Weinzierl, Sven; Stein, Nikolai; Matzner, Martin; Flath, Christoph M.",2023,Business & Information Systems Engineering,https://aisel.aisnet.org/bise/vol65/iss1/4,2023,,Aisel
Creating Proactive Cyber Threat Intelligence with Hacker Exploit Labels: A Deep Transfer Learning Approach,"Ampel, Benjamin M.; Samtani, Sagar; Zhu, Hongyi; Chen, Hsinchun",2024,Management Information Systems Quarterly,https://aisel.aisnet.org/misq/vol48/iss1/7,2024,,Aisel
Pictures that are Worth a Thousand Donations: How Emotions in Project Images Drive the Success of Online Charity Fundraising Campaigns? An Image Design Perspective,"Hou, Jian-Ren; Zhang, Jie; Zhang, Kunpeng",2023,Management Information Systems Quarterly,https://aisel.aisnet.org/misq/vol47/iss2/5,2023,,Aisel
Go to You Tube and Call Me in the Morning:  Use of Social Media for Chronic Conditions,"Liu, Xiao; Zhang, Bin; Susarla, Anjana; Padman, Rema",2020,Management Information Systems Quarterly,https://aisel.aisnet.org/misq/vol44/iss1/12,2020,,Aisel
Enhancing Social Media Analysis with Visual Data Analytics:  A Deep Learning Approach,"Shin, Donghyuk; He, Shu; Lee, Gene M.; WHINSTON, ANDREW B.; Centintas, Suleyman; Lee, Kuang-Chih",2020,Management Information Systems Quarterly,https://aisel.aisnet.org/misq/vol44/iss4/3,2020,,Aisel
A Novel Business Process Prediction Model Using a DeepLearning Method,"Mehdiyev, Nijat; Fettke, Peter; Evermann, Joerg",2020,Business & Information Systems Engineering,https://aisel.aisnet.org/bise/vol62/iss2/5,2020,,Aisel
Design Knowledge for Deep-Learning-Enabled Image-Based Decision Support Systems,"Landwehr, Julius P.; Kühl, Niklas; Walk, Jannis; Gnädig, Mario",2023,Business & Information Systems Engineering,https://aisel.aisnet.org/bise/vol64/iss6/2,2023,,Aisel
Wearable Sensor-Based Chronic Condition Severity Assessment: An Adversarial Attention-Based Deep Multisource Multitask Learning Approach,"Yu, Shuo; Chai, Yidong; Chen, Hsinchun; Sherman, Scott J.; Brown, Randall A.",2022,Management Information Systems Quarterly,https://aisel.aisnet.org/misq/vol46/iss3/7,2022,,Aisel
A Deep Learning Approach for Recognizing Activity of Daily Living (ADL) for Senior Care:  Exploiting Interaction Dependency and Temporal Patterns,"Zhu, Hongyi; Samtani, Sagar; Brown, Randall A.; Chen, Hsinchun",2021,Management Information Systems Quarterly,https://aisel.aisnet.org/misq/vol45/iss2/13,2021,,Aisel
